Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
2333,25,8,2.39,9,Tablet,Comedy,North America,Delayed,Basic,No,5,30,5738,No,3
2334,26,7,4.34,7,Mobile,Drama,North America,On-Time,Basic,No,9,52,8177,Yes,3
2335,14,1,5.34,6,Tablet,Action,North America,On-Time,Premium,No,8,26,9375,Yes,1
2336,17,8,1.7,10,Laptop,Action,Europe,On-Time,Basic,No,0,60,6656,Yes,3
2337,8,10,5.84,10,Smart TV,Drama,Oceania,Delayed,Premium,Yes,10,52,6974,No,5
2338,11,7,2.55,8,Mobile,Action,Africa,On-Time,Standard,No,1,56,9681,Yes,3
2339,34,8,3.91,9,Laptop,Romance,North America,On-Time,Standard,No,5,51,9130,Yes,2
2340,37,7,4.8,9,Smart TV,Romance,South America,On-Time,Basic,No,10,23,5634,Yes,4
2341,42,2,2.23,4,Tablet,Comedy,South America,On-Time,Standard,No,6,60,7225,Yes,1
2342,31,10,4.34,8,Smart TV,Comedy,North America,On-Time,Basic,No,4,33,7476,Yes,3
2343,18,7,2.37,7,Smart TV,Action,Europe,On-Time,Premium,No,1,53,6495,No,3
2344,36,1,5.28,5,Smart TV,Action,Europe,Delayed,Standard,No,0,47,5569,Yes,3
2345,21,9,2.59,7,Laptop,Comedy,Africa,On-Time,Basic,No,4,21,3039,No,4
2346,6,10,4.64,10,Laptop,Comedy,Asia,Delayed,Basic,Yes,1,48,6126,No,4
2347,53,10,2.27,9,Tablet,Comedy,North America,On-Time,Basic,No,10,42,2892,Yes,1
2348,59,2,1.82,2,Laptop,Drama,North America,Delayed,Standard,No,3,43,1354,Yes,1
2349,60,8,1.85,8,Smart TV,Drama,Africa,On-Time,Premium,No,9,46,3343,Yes,3
2350,2,2,5.11,6,Mobile,Comedy,Oceania,On-Time,Basic,Yes,0,20,5412,No,1
2351,16,10,1.46,9,Mobile,Comedy,North America,On-Time,Basic,No,6,32,3478,Yes,1
2352,38,8,4.5,10,Smart TV,Drama,Africa,On-Time,Premium,No,4,59,6209,Yes,2
2353,16,9,5.3,8,Laptop,Action,Africa,On-Time,Premium,No,10,22,4691,Yes,5
2354,41,8,4.0,9,Mobile,Drama,South America,Delayed,Premium,No,3,69,2366,No,2
2355,40,2,5.44,1,Smart TV,Romance,Asia,Delayed,Basic,No,5,18,6360,Yes,5
2356,51,10,1.6,10,Laptop,Comedy,Oceania,Delayed,Standard,No,4,30,2387,Yes,4
2357,59,8,1.91,8,Laptop,Action,North America,On-Time,Standard,No,8,18,1847,No,5
2358,14,4,5.16,1,Laptop,Romance,Europe,On-Time,Premium,No,8,62,6818,No,1
2359,15,9,2.72,8,Tablet,Sci-fi,North America,Delayed,Standard,Yes,6,64,9990,No,1
2360,42,7,2.09,7,Smart TV,Drama,South America,On-Time,Basic,No,0,70,4454,No,3
2361,59,8,4.7,10,Tablet,Sci-fi,Europe,On-Time,Basic,No,8,59,4441,Yes,1
2362,43,10,1.08,9,Tablet,Comedy,North America,On-Time,Basic,No,10,59,9127,No,2
2363,51,6,4.31,5,Mobile,Comedy,Oceania,Delayed,Standard,No,8,57,3372,Yes,4
2364,5,1,4.6,5,Smart TV,Comedy,Asia,On-Time,Premium,No,2,56,9836,No,3
2365,2,8,4.41,7,Tablet,Action,Asia,On-Time,Premium,No,7,56,8001,Yes,3
2366,17,5,5.32,1,Smart TV,Romance,Oceania,On-Time,Basic,Yes,0,20,3152,No,4
2367,16,10,5.64,10,Mobile,Romance,South America,Delayed,Standard,Yes,10,51,3230,Yes,4
2368,26,10,3.65,9,Laptop,Sci-fi,Europe,On-Time,Standard,No,2,45,2274,Yes,4
2369,55,2,1.32,6,Laptop,Action,Africa,On-Time,Standard,No,9,31,9961,Yes,3
2370,48,6,1.72,6,Mobile,Comedy,Oceania,On-Time,Basic,No,9,70,7528,Yes,1
2371,32,6,3.48,1,Laptop,Romance,Europe,On-Time,Basic,No,3,46,6325,No,1
2372,23,9,3.51,7,Mobile,Sci-fi,Oceania,On-Time,Premium,No,5,29,8218,Yes,1
2373,47,9,1.5,10,Tablet,Drama,Asia,On-Time,Standard,No,9,52,7433,Yes,2
2374,36,10,5.45,9,Tablet,Romance,North America,On-Time,Premium,No,8,37,8543,Yes,4
2375,24,4,3.36,2,Smart TV,Drama,North America,On-Time,Standard,Yes,3,48,8157,No,4
2376,50,3,3.76,6,Laptop,Sci-fi,South America,On-Time,Basic,No,2,62,4883,Yes,3
2377,24,7,3.0,7,Mobile,Action,Europe,On-Time,Standard,No,1,54,3243,Yes,4
2378,37,2,2.53,1,Tablet,Romance,South America,On-Time,Premium,No,10,18,5648,Yes,5
2379,42,8,5.58,7,Tablet,Sci-fi,Europe,On-Time,Standard,No,5,69,6417,No,4
2380,25,8,5.8,9,Smart TV,Drama,Europe,On-Time,Premium,No,2,51,5571,Yes,3
2381,58,10,5.06,7,Mobile,Comedy,Asia,On-Time,Basic,No,7,50,7504,No,1
2382,12,7,1.08,7,Laptop,Sci-fi,North America,On-Time,Premium,No,5,51,9129,Yes,3
2383,48,6,3.41,6,Tablet,Action,Europe,On-Time,Standard,No,4,66,7242,Yes,2
2384,50,9,1.66,9,Tablet,Comedy,Asia,On-Time,Basic,No,7,41,1106,Yes,1
2385,59,8,1.89,7,Tablet,Romance,Asia,Delayed,Basic,No,10,54,1576,Yes,5
2386,12,7,2.19,7,Mobile,Comedy,Europe,On-Time,Basic,No,10,49,3911,No,2
2387,31,4,2.15,4,Tablet,Sci-fi,Europe,On-Time,Standard,No,1,34,6402,Yes,1
2388,28,6,4.99,6,Smart TV,Drama,Europe,On-Time,Standard,No,9,61,4981,Yes,5
2389,12,8,1.5,9,Laptop,Action,Europe,Delayed,Standard,Yes,7,49,1531,Yes,3
2390,47,7,5.04,8,Mobile,Action,Asia,On-Time,Basic,No,8,65,9696,Yes,4
2391,33,8,5.41,9,Smart TV,Romance,Asia,On-Time,Standard,No,4,37,3527,Yes,3
2392,56,9,4.77,10,Laptop,Action,South America,On-Time,Basic,No,7,19,5750,Yes,2
2393,17,5,5.24,2,Laptop,Action,South America,On-Time,Standard,No,3,69,9930,Yes,2
2394,25,4,4.84,2,Tablet,Comedy,South America,Delayed,Premium,No,7,21,1525,No,5
2395,60,10,1.08,10,Smart TV,Romance,Europe,Delayed,Premium,No,0,30,7704,Yes,5
2396,23,4,4.11,2,Smart TV,Action,South America,On-Time,Standard,No,0,21,5131,Yes,2
2397,57,8,2.32,7,Tablet,Sci-fi,Africa,On-Time,Standard,No,9,66,3756,No,5
2398,48,10,4.49,9,Mobile,Romance,North America,On-Time,Premium,No,3,46,6086,No,4
2399,28,7,2.82,9,Laptop,Action,Oceania,On-Time,Basic,No,8,31,7889,No,1
2400,6,8,1.27,8,Tablet,Action,Africa,On-Time,Basic,No,9,29,5845,Yes,5
2401,58,5,3.95,1,Mobile,Sci-fi,Africa,On-Time,Basic,No,5,46,5603,Yes,4
2402,53,8,4.44,8,Mobile,Comedy,North America,Delayed,Basic,No,3,49,5747,Yes,3
2403,14,6,1.12,4,Smart TV,Action,Asia,On-Time,Premium,No,1,42,8111,No,2
2404,15,9,3.2,8,Tablet,Comedy,Asia,On-Time,Basic,No,7,34,5655,Yes,1
2405,42,4,1.6,5,Tablet,Action,Africa,Delayed,Standard,No,4,54,4407,Yes,4
2406,59,9,5.16,10,Mobile,Comedy,Africa,On-Time,Basic,No,0,41,2468,Yes,5
2407,38,9,1.52,9,Tablet,Comedy,Africa,On-Time,Standard,No,3,59,6077,Yes,3
2408,31,10,1.69,8,Smart TV,Comedy,Asia,Delayed,Basic,No,8,38,7716,No,2
2409,35,8,2.06,10,Tablet,Drama,Oceania,Delayed,Basic,No,6,61,5429,Yes,5
2410,7,7,2.3,8,Laptop,Sci-fi,South America,Delayed,Basic,Yes,7,30,8061,Yes,5
2411,10,7,1.72,9,Tablet,Drama,Asia,On-Time,Premium,No,9,56,2619,Yes,3
2412,58,9,5.78,9,Smart TV,Sci-fi,Asia,On-Time,Basic,No,7,59,7705,Yes,3
2413,56,8,5.9,10,Smart TV,Comedy,Africa,On-Time,Standard,No,3,43,9313,No,3
2414,7,10,3.95,10,Tablet,Comedy,Oceania,On-Time,Basic,No,5,61,5087,Yes,4
2415,17,7,3.6,8,Laptop,Sci-fi,Europe,On-Time,Basic,No,9,19,6515,Yes,4
2416,32,9,3.29,8,Laptop,Action,Africa,Delayed,Standard,No,7,41,4585,No,2
2417,28,7,5.21,8,Mobile,Drama,North America,On-Time,Premium,No,3,38,5688,Yes,5
2418,52,2,4.88,3,Laptop,Romance,Asia,On-Time,Standard,No,4,28,1188,Yes,4
2419,13,6,3.55,2,Smart TV,Comedy,Oceania,On-Time,Basic,Yes,6,31,8201,No,2
2420,51,8,3.68,8,Laptop,Comedy,South America,On-Time,Premium,No,10,62,9737,Yes,3
2421,32,8,1.67,8,Mobile,Action,South America,On-Time,Basic,No,8,67,2150,No,2
2422,4,7,5.6,9,Laptop,Comedy,Oceania,On-Time,Basic,No,7,18,7325,No,3
2423,59,8,5.44,7,Laptop,Comedy,Africa,On-Time,Premium,No,1,52,7081,Yes,3
2424,33,2,2.35,6,Smart TV,Romance,Africa,On-Time,Basic,No,1,31,3813,No,4
2425,48,7,1.39,10,Smart TV,Sci-fi,Europe,On-Time,Basic,No,1,18,7043,Yes,5
2426,5,10,1.94,7,Mobile,Comedy,Oceania,On-Time,Premium,No,8,20,5761,No,1
2427,58,7,4.4,10,Laptop,Comedy,Europe,On-Time,Premium,No,3,52,4216,No,1
2428,22,10,5.39,9,Smart TV,Comedy,Europe,On-Time,Standard,No,7,49,7840,No,4
2429,59,3,1.02,4,Mobile,Romance,South America,Delayed,Premium,No,0,39,4314,Yes,5
2430,26,1,5.77,3,Laptop,Drama,Africa,On-Time,Basic,No,4,59,8045,Yes,1
2431,43,6,3.88,2,Tablet,Sci-fi,Europe,Delayed,Standard,No,2,38,1185,No,5
2432,19,10,5.41,7,Mobile,Sci-fi,North America,On-Time,Premium,No,8,48,9245,No,2
2433,29,9,5.27,10,Mobile,Sci-fi,Europe,Delayed,Standard,No,6,68,5106,Yes,4
2434,4,6,4.05,3,Mobile,Comedy,North America,On-Time,Basic,Yes,9,33,7315,No,4
2435,34,1,5.87,4,Tablet,Comedy,Oceania,Delayed,Standard,No,4,47,8719,No,5
2436,39,8,4.83,10,Smart TV,Comedy,Africa,On-Time,Basic,No,5,49,7535,Yes,5
2437,41,3,5.91,4,Laptop,Comedy,South America,On-Time,Basic,No,5,29,3079,No,5
2438,19,4,4.06,3,Mobile,Romance,Oceania,Delayed,Basic,Yes,5,36,1240,Yes,1
2439,51,8,2.84,10,Tablet,Sci-fi,North America,On-Time,Premium,No,0,42,1517,No,1
2440,9,8,2.27,8,Laptop,Action,Oceania,On-Time,Basic,No,1,53,1277,Yes,3
2441,41,7,1.2,8,Mobile,Drama,Asia,On-Time,Premium,No,3,46,3483,No,5
2442,28,4,4.68,1,Tablet,Action,South America,On-Time,Standard,No,1,57,2243,No,5
2443,30,8,5.54,7,Mobile,Comedy,Oceania,On-Time,Basic,No,0,47,8305,No,3
2444,31,3,4.03,1,Mobile,Comedy,Africa,On-Time,Standard,No,4,42,5697,Yes,3
2445,49,1,4.36,2,Mobile,Comedy,South America,On-Time,Standard,No,4,31,4373,Yes,4
2446,9,10,2.76,9,Laptop,Comedy,Africa,Delayed,Basic,Yes,6,57,9459,No,2
2447,2,7,2.08,10,Mobile,Drama,Asia,Delayed,Basic,Yes,2,37,2488,No,1
2448,50,10,3.4,8,Tablet,Comedy,Africa,On-Time,Basic,No,10,49,9630,No,1
2449,48,5,2.51,1,Laptop,Sci-fi,Oceania,On-Time,Standard,No,10,35,8233,No,4
2450,13,9,4.49,9,Smart TV,Sci-fi,North America,On-Time,Standard,No,5,30,9143,Yes,1
2451,2,5,2.02,2,Tablet,Sci-fi,Oceania,On-Time,Standard,No,3,53,6820,Yes,3
2452,49,7,1.73,7,Mobile,Romance,Africa,Delayed,Basic,No,5,65,1489,Yes,3
2453,23,7,3.69,8,Tablet,Comedy,Asia,On-Time,Basic,No,6,70,6444,Yes,1
2454,33,9,4.74,9,Tablet,Comedy,North America,On-Time,Basic,No,4,55,8249,No,1
2455,59,5,1.45,6,Smart TV,Action,South America,On-Time,Basic,No,6,67,9534,Yes,5
2456,21,5,3.9,2,Smart TV,Action,North America,On-Time,Basic,No,8,66,8400,Yes,1
2457,9,7,5.67,9,Mobile,Comedy,North America,On-Time,Standard,No,5,57,9541,Yes,1
2458,59,9,1.81,10,Mobile,Comedy,Asia,On-Time,Basic,No,8,54,6057,No,2
2459,50,9,4.01,9,Laptop,Romance,Asia,On-Time,Standard,No,5,36,3693,Yes,1
2460,9,3,2.04,5,Mobile,Action,Europe,On-Time,Standard,Yes,5,28,7085,No,5
2461,2,8,1.02,9,Mobile,Romance,Asia,On-Time,Basic,No,7,35,4696,No,5
2462,43,8,2.87,7,Tablet,Romance,Asia,On-Time,Standard,No,6,51,4095,No,1
2463,38,9,5.28,7,Smart TV,Comedy,Asia,On-Time,Basic,No,1,44,4249,No,2
2464,18,10,1.91,8,Tablet,Sci-fi,North America,On-Time,Basic,No,3,32,5722,No,2
2465,11,3,1.9,2,Laptop,Action,Asia,On-Time,Basic,Yes,6,18,5082,No,1
2466,45,9,5.04,10,Tablet,Action,Oceania,On-Time,Standard,No,10,70,5816,No,5
2467,12,1,1.59,2,Laptop,Action,Oceania,On-Time,Standard,No,7,23,3718,Yes,5
2468,45,9,1.48,7,Laptop,Sci-fi,Africa,Delayed,Premium,No,4,61,2786,Yes,3
2469,6,10,3.14,7,Laptop,Action,South America,Delayed,Basic,Yes,8,39,2622,Yes,1
2470,10,9,4.26,7,Smart TV,Comedy,Africa,On-Time,Basic,No,2,55,1251,No,4
2471,6,10,5.98,8,Smart TV,Action,Oceania,On-Time,Basic,No,10,53,5372,Yes,2
2472,23,8,3.43,8,Tablet,Comedy,Asia,Delayed,Premium,Yes,5,22,5657,Yes,4
2473,20,8,1.78,8,Laptop,Sci-fi,North America,On-Time,Standard,No,10,37,5374,No,3
2474,31,10,5.53,7,Smart TV,Sci-fi,Africa,On-Time,Basic,No,3,29,7472,Yes,4
2475,57,1,5.9,1,Smart TV,Comedy,Asia,On-Time,Standard,No,6,51,3062,Yes,1
2476,60,3,1.13,4,Smart TV,Romance,South America,On-Time,Basic,No,1,53,8162,Yes,3
2477,36,2,2.47,1,Smart TV,Action,Oceania,On-Time,Standard,No,7,57,4727,Yes,5
2478,3,9,2.3,10,Smart TV,Action,Europe,On-Time,Basic,No,1,40,9837,Yes,2
2479,9,8,3.93,8,Laptop,Romance,North America,On-Time,Standard,No,10,40,8655,No,1
2480,11,5,2.61,1,Mobile,Sci-fi,Asia,On-Time,Basic,Yes,8,66,3823,No,2
2481,20,8,2.31,8,Laptop,Drama,North America,On-Time,Basic,No,3,34,9060,Yes,1
2482,7,7,4.86,7,Mobile,Action,North America,On-Time,Basic,No,3,52,1270,Yes,2
2483,34,7,4.54,10,Laptop,Comedy,North America,On-Time,Basic,No,1,32,5022,Yes,3
2484,8,7,5.1,7,Mobile,Action,Oceania,Delayed,Basic,Yes,8,24,9846,No,3
2485,25,7,5.08,7,Smart TV,Comedy,South America,On-Time,Standard,No,3,23,8344,Yes,1
2486,59,8,1.94,8,Laptop,Action,Asia,On-Time,Premium,No,1,45,5413,No,5
2487,56,4,2.22,6,Mobile,Romance,Africa,On-Time,Basic,No,8,24,3214,No,5
2488,33,7,5.78,7,Mobile,Comedy,North America,On-Time,Standard,No,0,42,5892,Yes,3
2489,12,8,2.0,7,Smart TV,Romance,Europe,On-Time,Basic,No,1,32,1153,Yes,1
2490,1,10,2.16,9,Smart TV,Comedy,South America,Delayed,Standard,Yes,1,40,9098,Yes,1
2491,11,10,5.85,7,Mobile,Action,South America,On-Time,Basic,No,0,46,9843,No,5
2492,58,3,3.59,4,Laptop,Sci-fi,South America,On-Time,Standard,No,2,66,4008,Yes,5
2493,24,8,4.13,10,Laptop,Drama,Africa,On-Time,Premium,No,0,63,5870,Yes,2
2494,20,3,4.42,1,Smart TV,Drama,North America,On-Time,Basic,No,8,66,7708,Yes,3
2495,5,8,3.65,9,Tablet,Sci-fi,North America,Delayed,Premium,Yes,10,36,1441,Yes,4
2496,23,10,2.06,9,Mobile,Comedy,North America,On-Time,Basic,No,0,49,2270,Yes,2
2497,36,7,2.64,10,Tablet,Comedy,Asia,On-Time,Standard,No,5,69,3222,Yes,3
2498,38,6,1.73,2,Tablet,Romance,Asia,On-Time,Basic,No,6,45,6161,No,3
2499,38,8,1.47,7,Smart TV,Sci-fi,Oceania,On-Time,Basic,No,5,22,4843,No,4
2500,51,2,4.98,4,Tablet,Romance,Oceania,Delayed,Standard,No,2,21,5597,No,2
2501,4,5,4.32,5,Laptop,Sci-fi,Europe,Delayed,Standard,Yes,8,48,6317,Yes,5
2502,50,6,5.33,1,Mobile,Sci-fi,South America,On-Time,Standard,No,2,63,9829,Yes,3
2503,32,10,3.75,9,Tablet,Sci-fi,Africa,Delayed,Premium,No,0,28,5176,Yes,1
2504,8,9,1.41,9,Smart TV,Action,Africa,On-Time,Premium,No,6,21,4771,No,4
2505,41,1,3.7,4,Tablet,Comedy,Africa,On-Time,Basic,No,7,30,1801,Yes,2
2506,48,5,2.68,6,Laptop,Comedy,North America,On-Time,Premium,No,3,62,7352,Yes,5
2507,48,1,3.7,6,Tablet,Drama,South America,On-Time,Premium,No,7,25,7408,Yes,5
2508,7,8,3.31,8,Laptop,Comedy,South America,On-Time,Basic,No,6,28,7235,No,3
2509,7,7,2.78,10,Smart TV,Drama,North America,Delayed,Basic,Yes,7,68,4066,No,5
2510,35,7,3.96,7,Tablet,Action,Asia,On-Time,Standard,No,10,66,3272,Yes,5
2511,45,8,3.44,9,Laptop,Action,Africa,Delayed,Premium,No,10,56,9283,Yes,5
2512,11,9,2.6,9,Smart TV,Drama,North America,Delayed,Basic,Yes,9,49,9601,No,5
2513,39,9,2.89,10,Smart TV,Action,Asia,On-Time,Basic,No,10,52,8933,No,3
2514,38,7,3.12,9,Laptop,Sci-fi,North America,On-Time,Premium,No,9,21,4414,Yes,5
2515,38,8,5.04,8,Mobile,Comedy,Oceania,On-Time,Standard,No,10,26,8334,Yes,4
2516,11,2,2.85,2,Smart TV,Sci-fi,Asia,Delayed,Basic,Yes,10,58,6100,Yes,2
2517,54,6,3.28,4,Smart TV,Romance,Africa,On-Time,Basic,No,6,41,4335,No,2
2518,23,8,5.12,9,Tablet,Comedy,North America,On-Time,Basic,No,7,70,5660,No,3
2519,28,7,2.08,10,Laptop,Romance,Africa,On-Time,Basic,No,1,37,3651,Yes,4
2520,45,7,3.11,8,Mobile,Action,Africa,Delayed,Standard,No,4,52,4996,Yes,4
2521,36,10,5.97,8,Laptop,Action,Oceania,On-Time,Standard,No,3,27,8923,No,4
2522,49,9,3.36,8,Smart TV,Action,Africa,On-Time,Basic,No,6,44,6852,Yes,3
2523,3,7,5.32,10,Tablet,Action,Europe,On-Time,Premium,No,0,50,4333,Yes,4
2524,57,7,5.72,9,Laptop,Romance,Oceania,On-Time,Premium,No,10,27,3100,Yes,5
2525,40,5,2.26,6,Smart TV,Action,Africa,On-Time,Basic,No,6,41,4826,Yes,5
2526,30,9,4.12,9,Laptop,Drama,Oceania,Delayed,Basic,No,7,21,4091,Yes,1
2527,46,7,4.86,8,Mobile,Drama,Asia,On-Time,Basic,No,0,62,3848,Yes,1
2528,58,5,2.0,5,Mobile,Action,North America,On-Time,Basic,No,5,25,8467,No,4
2529,24,8,5.7,7,Tablet,Action,Africa,On-Time,Standard,No,7,52,1480,Yes,4
2530,45,7,4.29,7,Laptop,Action,North America,On-Time,Premium,No,7,67,4151,Yes,3
2531,19,8,4.72,8,Mobile,Drama,Africa,On-Time,Premium,No,5,28,6951,Yes,5
2532,19,5,5.8,4,Smart TV,Action,Oceania,On-Time,Basic,Yes,8,30,2890,No,4
2533,51,7,2.28,10,Laptop,Drama,Asia,On-Time,Basic,No,9,26,9772,No,1
2534,29,9,1.85,8,Smart TV,Romance,Europe,Delayed,Basic,No,3,58,6013,Yes,4
2535,22,9,1.26,7,Smart TV,Sci-fi,Europe,On-Time,Standard,No,0,22,1942,No,2
2536,50,8,3.79,7,Tablet,Romance,North America,On-Time,Basic,No,5,51,4142,No,5
2537,14,1,3.66,3,Tablet,Sci-fi,Asia,On-Time,Basic,No,7,54,1212,Yes,1
2538,32,10,2.3,8,Mobile,Action,North America,On-Time,Premium,No,3,31,7246,No,4
2539,49,1,3.61,2,Mobile,Action,Asia,On-Time,Basic,No,7,28,8233,Yes,3
2540,29,10,4.75,10,Smart TV,Drama,Asia,On-Time,Standard,No,10,59,5725,Yes,1
2541,17,6,4.45,4,Mobile,Drama,North America,On-Time,Basic,No,5,41,7538,Yes,1
2542,59,7,2.42,7,Smart TV,Action,South America,Delayed,Basic,No,2,19,3303,Yes,1
2543,16,9,1.5,8,Laptop,Drama,Oceania,On-Time,Premium,No,5,55,1700,No,3
2544,46,10,1.9,10,Smart TV,Drama,South America,On-Time,Premium,No,10,68,4066,Yes,4
2545,22,8,4.25,10,Mobile,Romance,South America,On-Time,Basic,No,7,39,5596,Yes,1
2546,33,10,2.2,7,Laptop,Sci-fi,Asia,Delayed,Basic,No,3,57,3244,Yes,5
2547,29,7,3.28,9,Tablet,Action,Oceania,Delayed,Basic,No,0,23,1624,No,4
2548,37,3,4.83,2,Smart TV,Action,Europe,On-Time,Standard,No,0,31,3455,Yes,3
2549,2,7,2.21,10,Laptop,Romance,North America,On-Time,Basic,No,4,63,1567,Yes,3
2550,9,7,2.2,8,Tablet,Sci-fi,Asia,On-Time,Basic,No,2,46,1407,No,2
2551,46,7,1.24,7,Tablet,Action,North America,On-Time,Basic,No,3,65,2924,No,1
2552,8,6,4.52,5,Mobile,Comedy,Asia,On-Time,Basic,Yes,6,31,2639,No,2
2553,15,1,5.73,1,Laptop,Action,Africa,On-Time,Premium,No,6,47,6919,No,3
2554,55,7,2.93,8,Laptop,Sci-fi,North America,Delayed,Basic,No,0,33,1584,Yes,5
2555,59,2,2.74,2,Mobile,Romance,Africa,On-Time,Standard,No,10,53,5780,No,2
2556,11,9,3.18,8,Smart TV,Romance,Asia,On-Time,Basic,No,10,61,9659,Yes,4
2557,16,5,5.48,6,Smart TV,Comedy,Oceania,Delayed,Premium,Yes,8,23,1712,Yes,3
2558,22,10,5.2,7,Smart TV,Romance,Oceania,Delayed,Basic,Yes,1,57,1154,No,2
2559,57,1,3.05,2,Tablet,Sci-fi,North America,On-Time,Standard,No,0,67,3822,Yes,2
2560,46,7,4.06,10,Smart TV,Action,North America,Delayed,Basic,No,5,28,9315,No,1
2561,36,4,4.37,2,Smart TV,Romance,North America,Delayed,Standard,No,3,40,2486,Yes,2
2562,2,9,1.57,9,Mobile,Romance,South America,On-Time,Basic,No,9,44,5690,No,3
2563,54,8,3.66,9,Tablet,Comedy,Asia,On-Time,Basic,No,0,25,5920,Yes,2
2564,15,7,1.55,8,Tablet,Sci-fi,Oceania,On-Time,Standard,No,9,27,7721,Yes,1
2565,8,7,5.48,7,Tablet,Drama,Europe,On-Time,Basic,No,1,24,1824,Yes,2
2566,35,8,5.49,7,Mobile,Romance,Europe,Delayed,Basic,No,3,41,7332,Yes,1
2567,60,5,5.32,1,Tablet,Romance,South America,On-Time,Standard,No,4,68,1349,No,5
2568,51,8,3.27,8,Mobile,Sci-fi,Oceania,On-Time,Basic,No,10,64,5678,No,2
2569,15,3,3.37,4,Smart TV,Drama,Europe,On-Time,Basic,No,5,55,5025,Yes,4
2570,46,6,4.64,5,Laptop,Comedy,South America,On-Time,Basic,No,1,39,9733,Yes,5
2571,10,8,1.94,10,Smart TV,Comedy,North America,Delayed,Standard,Yes,2,51,8599,No,3
2572,47,1,1.48,2,Smart TV,Sci-fi,North America,On-Time,Basic,No,0,33,6547,Yes,2
2573,9,2,1.07,4,Tablet,Comedy,Asia,Delayed,Basic,Yes,1,34,5993,No,4
2574,49,9,1.56,10,Tablet,Action,Asia,Delayed,Standard,No,4,50,1042,No,4
2575,21,10,2.27,8,Laptop,Comedy,Oceania,On-Time,Basic,No,5,19,3335,Yes,1
2576,47,7,2.37,7,Smart TV,Sci-fi,South America,On-Time,Premium,No,1,66,4760,Yes,3
2577,38,10,5.14,10,Tablet,Sci-fi,Africa,Delayed,Basic,No,4,43,5481,Yes,1
2578,41,1,3.79,1,Tablet,Drama,Europe,Delayed,Basic,No,6,62,7413,Yes,1
2579,42,10,4.28,8,Mobile,Sci-fi,Asia,On-Time,Premium,No,4,34,9215,Yes,5
2580,16,4,4.26,1,Laptop,Sci-fi,South America,On-Time,Basic,No,2,43,3566,Yes,2
2581,57,9,5.72,8,Smart TV,Romance,Asia,On-Time,Premium,No,2,54,4114,No,5
2582,2,9,1.16,10,Tablet,Action,North America,On-Time,Basic,No,0,59,4554,Yes,5
2583,14,5,3.59,2,Mobile,Romance,South America,On-Time,Basic,Yes,8,61,4507,No,2
2584,15,9,3.02,10,Smart TV,Romance,Asia,On-Time,Standard,No,8,23,2059,Yes,4
2585,26,6,2.36,1,Smart TV,Romance,Europe,On-Time,Basic,No,4,33,8160,Yes,3
2586,2,9,1.69,7,Tablet,Action,Europe,On-Time,Basic,No,7,31,1571,No,4
2587,20,4,3.45,3,Laptop,Comedy,Europe,On-Time,Premium,No,5,63,7236,No,3
2588,32,10,2.4,10,Smart TV,Action,South America,On-Time,Basic,No,7,43,7070,No,1
2589,23,9,4.57,10,Smart TV,Drama,North America,On-Time,Basic,No,5,29,5290,Yes,5
2590,35,9,2.88,10,Laptop,Drama,Europe,On-Time,Standard,No,9,61,9859,Yes,4
2591,52,7,4.12,8,Tablet,Drama,Oceania,On-Time,Premium,No,10,65,6705,No,2
2592,6,10,5.34,10,Laptop,Comedy,Asia,On-Time,Basic,No,7,21,2249,Yes,1
2593,36,8,5.65,7,Mobile,Romance,Asia,On-Time,Basic,No,1,57,1078,No,4
2594,31,9,1.85,9,Laptop,Action,Africa,On-Time,Basic,No,4,30,2605,Yes,5
2595,43,8,2.93,10,Laptop,Comedy,South America,On-Time,Basic,No,5,33,5017,No,4
2596,28,7,1.81,10,Laptop,Romance,Oceania,On-Time,Basic,No,9,54,6650,No,3
2597,37,7,3.33,8,Smart TV,Romance,Asia,Delayed,Basic,No,6,33,8796,Yes,1
2598,39,6,2.58,4,Tablet,Romance,Asia,On-Time,Premium,No,1,53,6835,Yes,5
2599,41,7,4.63,9,Tablet,Comedy,South America,On-Time,Basic,No,8,20,4042,No,1
2600,14,7,2.66,8,Mobile,Action,North America,On-Time,Standard,No,10,34,9878,Yes,4
2601,3,10,2.55,9,Laptop,Romance,Africa,On-Time,Premium,No,7,27,6455,Yes,1
2602,13,5,5.55,3,Laptop,Romance,Africa,On-Time,Basic,No,5,53,4277,Yes,2
2603,43,7,1.83,8,Tablet,Action,Asia,On-Time,Basic,No,5,40,3916,No,3
2604,37,10,5.59,10,Tablet,Sci-fi,Africa,Delayed,Premium,No,2,59,8395,Yes,1
2605,5,7,3.18,7,Laptop,Drama,Asia,On-Time,Basic,No,1,30,5267,No,4
2606,26,8,3.12,9,Tablet,Action,Oceania,On-Time,Basic,No,0,29,7682,No,3
2607,32,9,2.25,8,Laptop,Comedy,Europe,On-Time,Standard,No,1,44,5650,Yes,2
2608,45,3,3.7,6,Tablet,Sci-fi,North America,On-Time,Basic,No,1,57,1542,Yes,1
